case_id,experiment,variant,batch,model,GPU,one_way_link_GBps,prompt_tokens,query_tokens,generated_tokens,TTFT_ms,TBT_ms,E2E_ms,TTFT_energy_mJ,TBT_energy_mJ,E2E_energy_mJ,E2E_energy_per_request_mJ,throughput_requests_per_s,prefill_attention_service_ms,prefill_common_GPU_ms,prefill_attention_service_fraction,prefill_attention_kernel_ms,prefill_PIM_scan_ms,remote_peak_KV_MiB,remote_immutable_KV_MiB,remote_peak_private_KV_MiB,GPU_peak_KV_MiB,total_GPU_remote_peak_KV_MiB,GPU_native_weights_MiB,GPU_native_temp_MiB,GPU_peak_modeled_total_MiB,prefill_GPU_layers,prefill_PIM_layers,cold_warmup_plus_batch_E2E_ms,cold_warmup_plus_batch_E2E_energy_mJ
Fugue-asplos-EPIC-long-16000,4,F3,1,LLAMA-7B,A100a,300,16045,346,16,114.37097695181,6.232449006100972,207.8577120433244,5264.490111078402,467.3202103099391,12274.293265727487,12274.293265727487,4.810983389404224,93.72794914988887,20.643027801921267,0.8195081623669338,66.29195810988887,0,8203.0,8022.5,180.5,250.703125,8446.203125,12288.0,2.4505615234375,12541.153686523438,32,0,1331.676926891566,123543.67626918094
Fugue-asplos-EPIC-long-16000,4,F4,1,LLAMA-7B,A100a,300,16045,346,16,91.00116587492049,6.232449006100972,184.48790096643498,4539.646141636605,467.3202103099391,11549.449296285691,11549.449296285691,5.42040965701017,70.35813807299924,20.643027801921267,0.7731564469152544,69.1487804196659,60.669055360000016,8203.0,8022.5,180.5,5.40625,8203.015625,12288.0,2.4505615234375,12295.856811523438,0,32,1308.3071158146765,122818.83229973912
Fugue-asplos-EPIC-shared-readers-B1,5,F1,1,LLAMA-7B,A100a,300,8035,188,16,44.98714811068614,10.497496678150467,202.44959828294316,2390.311232184323,565.7976261843626,10877.27562494976,10877.27562494976,4.939501033745703,33.47878302219477,11.508365088491436,0.7441854935952753,19.765156568861435,0,4017.5,4017.5,0.0,4025.0,8042.5,12288.0,1.22833251953125,16314.228332519531,32,0,771.6596026828065,67204.6088999936
Fugue-asplos-EPIC-shared-readers-B1,5,F2,1,LLAMA-7B,A100a,300,8035,188,16,59.02932837735276,5.828237998100973,146.45289834886736,2434.122834616321,446.71686377280844,9134.875791208447,9134.875791208447,6.828133900210611,47.52096328886143,11.508365088491436,0.8050398775516693,19.765156568861435,0,8042.5,4017.5,4025.0,125.546875,8160.546875,12288.0,1.22833251953125,12414.775207519531,32,0,715.6629027487306,65462.20906625228
Fugue-asplos-EPIC-shared-readers-B1,5,F3,1,LLAMA-7B,A100a,300,8035,188,16,44.98714811068614,5.828237998100973,132.41071808220076,2391.3363200819217,446.71686377280844,9092.089276674049,9092.089276674049,7.552258718053312,33.47878302219477,11.508365088491436,0.7441854935952753,19.765156568861435,0,4119.0,4017.5,101.5,125.546875,4237.046875,12288.0,1.22833251953125,12414.775207519531,32,0,701.6207224820641,65419.422551717886
Fugue-asplos-EPIC-shared-readers-B1,5,F4,1,LLAMA-7B,A100a,300,8035,188,16,30.752421812093637,5.828237998100973,118.17599178360827,2118.8853726085117,446.71686377280844,8819.638329200638,8819.638329200638,8.461955638426943,19.244056723602235,11.508365088491436,0.6257736981233242,18.58694909693557,16.279619264000008,4119.0,4017.5,101.5,2.9375,4119.015625,12288.0,1.22833251953125,12292.165832519531,0,32,687.3859961834717,65146.971604244485
Fugue-asplos-EPIC-shared-readers-B2,5,F1,2,LLAMA-7B,A100a,300,8035,188,16,69.5871726359975,10.580275604189886,228.29130669884577,4327.128921210886,712.2991494976852,15011.616163676164,7505.808081838082,8.760736573461962,47.19240947552811,22.39476316046936,0.678176849092378,19.765156568861435,0,4023.5,4023.5,0.0,8050.0,12073.5,12288.0,2.4566650390625,20340.456665039062,32,0,803.5378462341738,71829.06915279872
Fugue-asplos-EPIC-shared-readers-B2,5,F2,2,LLAMA-7B,A100a,300,8035,188,16,97.67153316933074,5.9111261508070605,186.33842543143672,4414.752126074882,471.24178086188374,11483.378839003137,5741.689419501568,10.733159279248609,75.27677000886143,22.39476316046936,0.7707135084933694,19.765156568861435,0,12073.5,4023.5,8050.0,251.09375,12309.59375,12288.0,2.4566650390625,12541.550415039062,32,0,761.5849649667648,68300.8318281257
Fugue-asplos-EPIC-shared-readers-B2,5,F3,2,LLAMA-7B,A100a,300,8035,188,16,69.5871726359975,5.9111261508070605,158.25406489810348,4329.179097006081,471.24178086188374,11397.805809934336,5698.902904967168,12.637906023379296,47.19240947552811,22.39476316046936,0.678176849092378,19.765156568861435,0,4226.5,4023.5,203.0,251.09375,4462.59375,12288.0,2.4566650390625,12541.550415039062,32,0,733.5006044334315,68215.2587990569
Fugue-asplos-EPIC-shared-readers-B2,5,F4,2,LLAMA-7B,A100a,300,8035,188,16,44.601288703673866,5.9111261508070605,133.2681809657798,3715.745856651271,471.24178086188374,10784.372569579527,5392.186284789764,15.007333224676893,22.206525543204457,22.39476316046936,0.4978897737852876,20.892310289871123,16.277650624000003,4226.5,4023.5,203.0,5.875,4226.53125,12288.0,2.4566650390625,12296.331665039062,0,32,708.5147205011077,67601.82555870208
Fugue-asplos-EPIC-shared-readers-B4,5,F1,4,LLAMA-7B,A100a,300,8035,188,16,138.73466527199471,15.819624365679172,376.0290307571823,8236.69706940416,1003.6764838939307,23291.84432781312,5822.96108195328,10.63747655851329,94.38481895105622,44.3498463209387,0.6803261374221863,39.53031313772287,0,4035.5,4035.5,0.0,16100.0,20135.5,12288.0,4.913330078125,28392.913330078125,32,0,963.3486405634396,81089.53674509312
Fugue-asplos-EPIC-shared-readers-B4,5,F2,4,LLAMA-7B,A100a,300,8035,188,16,194.9033863386609,6.470965490913516,291.96786870236366,8411.943479132164,530.3042187733673,16366.506760732673,4091.626690183168,13.700137682197004,150.55354001772287,44.3498463209387,0.7724521510166222,39.53031313772287,0,20135.5,4035.5,16100.0,502.1875,20607.6875,12288.0,4.913330078125,12795.100830078125,32,0,879.287478508621,74164.19917801268
Fugue-asplos-EPIC-shared-readers-B4,5,F3,4,LLAMA-7B,A100a,300,8035,188,16,138.73466527199471,6.470965490913516,235.79914763569764,8240.797420994566,530.3042187733673,16195.360702595075,4048.8401756487688,16.96358973349588,94.38481895105622,44.3498463209387,0.6803261374221863,39.53031313772287,0,4441.5,4035.5,406.0,502.1875,4913.6875,12288.0,4.913330078125,12795.100830078125,32,0,823.1187574419549,73993.05311987507
Fugue-asplos-EPIC-shared-readers-B4,5,F4,4,LLAMA-7B,A100a,300,8035,188,16,88.63542796734761,6.470965490913516,185.69991033105046,7226.060588515329,530.3042187733673,15180.62387011584,3795.15596752896,21.54012887173252,44.28558164640892,44.3498463209387,0.4996374774962814,41.657151139742254,32.427831808000015,4441.5,4035.5,406.0,11.75,4441.5625,12288.0,4.913330078125,12304.663330078125,0,32,773.0195201373078,72978.31628739584
