model,GPUs,Q_heads,KV_heads,gqa_size,q,cached,total_kv,link_GBps,gpu_attention_us,pim_softmax_us,q_input_us,output_us,q_input_bytes,new_kv_bytes,cached_kv_bytes,cached_kv_readback_us,new_kv_transfer_us,gpu_service_us,plain_scan_us,plain_service_us,plain_new_kv_exposed_us,plain_overlap_window_us,plain_speedup_over_GPU,plain_profile_repeats,mq_scan_us,mq_service_us,mq_new_kv_exposed_us,mq_overlap_window_us,mq_speedup_over_GPU,mq_profile_repeats
LLAMA-7B,1,32,32,1,1,0,1,300,0.03911834901024849,4.77326968973747e-05,0.02730666666666667,0.02730666666666667,8192,16384,0,0.0,0.05461333333333334,0.05461333333333334,0.088435,0.19770939936356405,0.05461333333333334,0.0,0.276230333555897,"{""scan-N1-H7-Q1"": 1}",0.088435,0.19770939936356405,0.05461333333333334,0.0,0.276230333555897,"{""scan-N1-H7-Q1"": 1}"
LLAMA-7B,1,32,32,1,2,0,2,300,0.07884318405166363,0.0001909307875894988,0.05461333333333334,0.05461333333333334,16384,32768,0,0.0,0.10922666666666668,0.10922666666666668,0.17687,0.39551426412092283,0.10922666666666668,0.0,0.2761636597593663,"{""scan-N2-H7-Q1"": 2}",0.153031,0.37167526412092283,0.10922666666666668,0.0,0.2938766100698331,"{""scan-N2-H7-Q2"": 1}"
LLAMA-7B,1,32,32,1,4,0,4,300,0.16011231222799382,0.0007637231503579952,0.10922666666666668,0.10922666666666668,32768,65536,0,0.0,0.21845333333333336,0.21845333333333336,0.35374,0.7914103898170247,0.21845333333333336,0.0,0.2760304086781576,"{""scan-N4-H7-Q1"": 4}",0.30221699999999996,0.7398873898170247,0.21845333333333336,0.0,0.2952521374737272,"{""scan-N4-H7-Q4"": 1}"
LLAMA-7B,1,32,32,1,8,0,8,300,0.3299284009546539,0.0030548926014319806,0.21845333333333336,0.21845333333333336,65536,131072,0,0.0,0.4369066666666667,0.4369066666666667,0.7074800000000001,1.5843482259347657,0.4369066666666667,0.0,0.27576429191183127,"{""scan-N8-H7-Q1"": 8}",0.6021270000000001,1.4789952259347656,0.4369066666666667,0.0,0.29540775994765617,"{""scan-N8-H7-Q8"": 1}"
LLAMA-7B,1,32,32,1,12,0,12,300,0.5094482661799804,0.006873508353221956,0.32768,0.32768,98304,196608,0,0.0,0.65536,0.65536,1.0612200000000003,2.3788135083532223,0.65536,0.0,0.2754986877696374,"{""scan-N12-H7-Q1"": 12}",0.904344,2.221937508353222,0.65536,0.0,0.2949497893330569,"{""scan-N12-H7-Q4"": 1, ""scan-N12-H7-Q8"": 1}"
LLAMA-7B,1,32,32,1,16,0,16,300,0.698671907903973,0.012219570405727923,0.4369066666666667,0.4369066666666667,131072,262144,0,0.0,0.8738133333333334,0.8738133333333334,1.4149600000000004,3.1748062370723953,0.8738133333333334,0.0,0.2752335947717895,"{""scan-N16-H7-Q1"": 16}",1.2042540000000002,2.9641002370723952,0.8738133333333334,0.0,0.29479884735490186,"{""scan-N16-H7-Q8"": 2}"
LLAMA-7B,1,32,32,1,24,0,24,300,1.1062305208479575,0.027494033412887826,0.65536,0.65536,196608,393216,0,0.0,1.31072,1.31072,2.4177359999999988,5.066670033412887,1.31072,0.0,0.2586945649423128,"{""scan-N24-H7-Q1"": 24}",1.861749,4.510683033412889,1.31072,0.0,0.29058126902086456,"{""scan-N24-H7-Q8"": 3}"
LLAMA-7B,1,32,32,1,32,0,32,300,1.5526042397866067,0.04887828162291169,0.8738133333333334,0.8738133333333334,262144,524288,0,0.0,1.7476266666666669,1.7476266666666669,3.223647999999998,6.767779614956244,1.7476266666666669,0.0,0.2582274787442182,"{""scan-N32-H7-Q1"": 32}",2.482332,6.026463614956246,1.7476266666666669,0.0,0.28999207135831273,"{""scan-N32-H7-Q8"": 4}"
LLAMA-7B,1,32,32,1,48,0,48,300,2.561796995647901,0.1099761336515513,1.31072,1.31072,393216,786432,0,0.0,2.62144,2.62144,5.647536000000002,11.000392133651554,2.62144,0.0,0.2383042320810267,"{""scan-N48-H7-Q1"": 48}",3.834234,9.187090133651552,2.62144,0.0,0.2853395320894787,"{""scan-N48-H7-Q8"": 6}"
LLAMA-7B,1,32,32,1,64,0,64,300,3.7262501754878565,0.19551312649164676,1.7476266666666669,1.7476266666666669,524288,1048576,0,0.0,3.4952533333333338,3.7262501754878565,8.711231999999997,15.897251793158313,3.4952533333333338,0.0,0.23439587068071221,"{""scan-N64-H7-Q1"": 64}",5.25996,12.445979793158315,3.4952533333333338,0.0,0.29939387958320607,"{""scan-N64-H7-Q8"": 8}"
